enrich_id,canonical_term,example_term,example_term_id,scheduler,category,short_definition,is_hpc_domain,freq_total,doc_count,aliases_json,raw_json
3290,unique features,unique features,4097,both,other_hpc,"Unique features refer to distinct capabilities or functionalities of HPC schedulers, such as PBS/Torque, Slurm, LSF, SGE, and LoadLeveler.",1,1,1,[],"{
  ""term"": ""unique features"",
  ""canonical"": ""unique features"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Unique features refer to distinct capabilities or functionalities of HPC schedulers, such as PBS/Torque, Slurm, LSF, SGE, and LoadLeveler."",
  ""aliases"": []
}"
3292,common functionality,common functionality,4098,both,other_hpc,"Common functionality refers to the shared features available across multiple workload management systems (PBS/Torque, Slurm, LSF, SGE, LoadLeveler) in HPC environments.",1,1,1,[],"{
  ""term"": ""common functionality"",
  ""canonical"": ""common functionality"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Common functionality refers to the shared features available across multiple workload management systems (PBS/Torque, Slurm, LSF, SGE, LoadLeveler) in HPC environments."",
  ""aliases"": []
}"
3294,table,table,4099,unknown,non_domain,Not an HPC/scheduler-specific term; this is a generic term for a structured data representation.,0,1,1,[],"{
  ""term"": ""table"",
  ""canonical"": ""table"",
  ""is_hpc_domain_term"": false,
  ""scheduler"": ""unknown"",
  ""category"": ""non_domain"",
  ""short_definition"": ""Not an HPC/scheduler-specific term; this is a generic term for a structured data representation."",
  ""aliases"": []
}"
3296,work in progress,work in progress,4100,unknown,non_domain,Not an HPC/scheduler-specific term; this is a common phrase indicating ongoing development or a draft.,0,1,1,[],"{
  ""term"": ""work in progress"",
  ""canonical"": ""work in progress"",
  ""is_hpc_domain_term"": false,
  ""scheduler"": ""unknown"",
  ""category"": ""non_domain"",
  ""short_definition"": ""Not an HPC/scheduler-specific term; this is a common phrase indicating ongoing development or a draft."",
  ""aliases"": []
}"
3298,contributions,contributions,4101,unknown,non_domain,"Not an HPC/scheduler-specific term; this refers to improvements or additions to the document, not a scheduler concept.",0,1,1,[],"{
  ""term"": ""contributions"",
  ""canonical"": ""contributions"",
  ""is_hpc_domain_term"": false,
  ""scheduler"": ""unknown"",
  ""category"": ""non_domain"",
  ""short_definition"": ""Not an HPC/scheduler-specific term; this refers to improvements or additions to the document, not a scheduler concept."",
  ""aliases"": []
}"
3300,document,document,4102,unknown,non_domain,Not an HPC/scheduler-specific term; this refers to the documentation itself.,0,1,1,[],"{
  ""term"": ""document"",
  ""canonical"": ""document"",
  ""is_hpc_domain_term"": false,
  ""scheduler"": ""unknown"",
  ""category"": ""non_domain"",
  ""short_definition"": ""Not an HPC/scheduler-specific term; this refers to the documentation itself."",
  ""aliases"": []
}"
3302,full size file,full size file,4103,unknown,non_domain,Not an HPC/scheduler-specific term; this is a generic reference to a large file.,0,1,1,[],"{
  ""term"": ""full size file"",
  ""canonical"": ""full size file"",
  ""is_hpc_domain_term"": false,
  ""scheduler"": ""unknown"",
  ""category"": ""non_domain"",
  ""short_definition"": ""Not an HPC/scheduler-specific term; this is a generic reference to a large file."",
  ""aliases"": []
}"
3306,creation and deletion directives,Creation and Deletion Directives,4105,slurm,other_hpc,"Creation and Deletion Directives are scripts called at different points during a job's lifetime by Slurm burst buffer plugins, such as for resource allocation, staging files, and scheduling.",1,1,1,[],"{
  ""term"": ""Creation and Deletion Directives"",
  ""canonical"": ""creation and deletion directives"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Creation and Deletion Directives are scripts called at different points during a job's lifetime by Slurm burst buffer plugins, such as for resource allocation, staging files, and scheduling."",
  ""aliases"": []
}"
3308,heterogeneous job support,Heterogeneous Job Support,4106,slurm,other_hpc,"Heterogeneous Job Support is a feature in SLURM that enables the scheduling of jobs with diverse resource requirements, such as different types of compute nodes or storage resources.",1,1,1,[],"{
  ""term"": ""Heterogeneous Job Support"",
  ""canonical"": ""heterogeneous job support"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Heterogeneous Job Support is a feature in SLURM that enables the scheduling of jobs with diverse resource requirements, such as different types of compute nodes or storage resources."",
  ""aliases"": []
}"
3310,command-line job options,Command-line Job Options,4107,generic,other_hpc,"Command-line Job Options refer to various options that can be specified when submitting jobs from the command line, including plugins like Datawarp, Lua, and others, which affect job behavior and resource allocation.",1,3,1,[],"{
  ""term"": ""Command-line Job Options"",
  ""canonical"": ""command-line job options"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Command-line Job Options refer to various options that can be specified when submitting jobs from the command line, including plugins like Datawarp, Lua, and others, which affect job behavior and resource allocation."",
  ""aliases"": []
}"
3313,datawarp,Datawarp,4108,slurm,other_hpc,"Datawarp is a Slurm burst buffer plugin that provides hooks to Cray's Datawarp APIs, offering support for allocating high-speed storage resources, staging files, and scheduling compute nodes for jobs.",1,5,1,"[""Datawarp plugin""]","{
  ""term"": ""Datawarp"",
  ""canonical"": ""datawarp"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Datawarp is a Slurm burst buffer plugin that provides hooks to Cray's Datawarp APIs, offering support for allocating high-speed storage resources, staging files, and scheduling compute nodes for jobs."",
  ""aliases"": [""Datawarp plugin""]
}"
3315,symbol replacement,Symbol Replacement,4110,both,other_hpc,"Symbol Replacement is a concept used in Slurm burst buffer plugins to call a script at different points during a job's lifetime, such as job submission, pending, pre-run, stage-in, stage-out, and teardown.",1,1,1,[],"{
  ""term"": ""Symbol Replacement"",
  ""canonical"": ""Symbol Replacement"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""both"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Symbol Replacement is a concept used in Slurm burst buffer plugins to call a script at different points during a job's lifetime, such as job submission, pending, pre-run, stage-in, stage-out, and teardown."",
  ""aliases"": []
}"
3317,status commands,Status Commands,4111,slurm,other_hpc,Status commands are scripts called at various stages of a job's lifetime by Slurm burst buffer plugins to manage resources and perform tasks such as staging files in/out or releasing resources.,1,1,1,[],"{
  ""term"": ""Status Commands"",
  ""canonical"": ""status commands"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Status commands are scripts called at various stages of a job's lifetime by Slurm burst buffer plugins to manage resources and perform tasks such as staging files in/out or releasing resources."",
  ""aliases"": []
}"
3319,advanced reservations,Advanced Reservations,4112,slurm,other_hpc,"Advanced Reservations is a Slurm feature that allows users to reserve specific resources or job slots for future use, providing more control over job scheduling.",1,1,1,[],"{
  ""term"": ""Advanced Reservations"",
  ""canonical"": ""advanced reservations"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Advanced Reservations is a Slurm feature that allows users to reserve specific resources or job slots for future use, providing more control over job scheduling."",
  ""aliases"": []
}"
3321,job dependencies,Job Dependencies,4113,generic,other_hpc,"Job Dependencies refer to the relationships between jobs, such as prerequisites or dependencies, in an HPC scheduling context.",1,2,1,[],"{
  ""term"": ""Job Dependencies"",
  ""canonical"": ""job dependencies"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Job Dependencies refer to the relationships between jobs, such as prerequisites or dependencies, in an HPC scheduling context."",
  ""aliases"": []
}"
3323,burst buffer states,Burst Buffer States,4114,generic,resource,"Burst Buffer States refer to the different stages in the lifecycle of a job using Burst Buffer plugins in HPC systems, including creation, deletion, pending, pre-run, running, and teardown.",1,2,1,[],"{
  ""term"": ""Burst Buffer States"",
  ""canonical"": ""burst buffer states"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""resource"",
  ""short_definition"": ""Burst Buffer States refer to the different stages in the lifecycle of a job using Burst Buffer plugins in HPC systems, including creation, deletion, pending, pre-run, running, and teardown."",
  ""aliases"": []
}"
3325,job states,Job States,4115,generic,job_state,"Job States refer to the various stages a job goes through during its lifecycle on an HPC system, such as PENDING, RUNNING, COMPLETED, or CANCELLED.",1,1,1,[],"{
  ""term"": ""Job States"",
  ""canonical"": ""job states"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""job_state"",
  ""short_definition"": ""Job States refer to the various stages a job goes through during its lifecycle on an HPC system, such as PENDING, RUNNING, COMPLETED, or CANCELLED."",
  ""aliases"": []
}"
3327,slurmctld_node,slurmctld node,4116,slurm,other_hpc,"The slurmctld node refers to the machine where the Slurm Control Daemon (slurmctld) is running, managing job scheduling and resource allocation.",1,1,1,[],"{
  ""term"": ""slurmctld node"",
  ""canonical"": ""slurmctld_node"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""The slurmctld node refers to the machine where the Slurm Control Daemon (slurmctld) is running, managing job scheduling and resource allocation."",
  ""aliases"": []
}"
3329,stage-in,stage-in,4117,slurm,other_hpc,"Stage-in is a script called by the slurmctld node during the lifetime of a job, specifically when a job is pending after an estimated start time is established.",1,3,1,[],"{
  ""term"": ""stage-in"",
  ""canonical"": ""stage-in"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""Stage-in is a script called by the slurmctld node during the lifetime of a job, specifically when a job is pending after an estimated start time is established."",
  ""aliases"": []
}"
3331,pre-run,pre-run,4118,slurm,job_state,The 'pre-run' state refers to the stage of a job in SLURM where the job has been scheduled but has not started running yet.,1,4,1,[],"{
  ""term"": ""pre-run"",
  ""canonical"": ""pre-run"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""slurm"",
  ""category"": ""job_state"",
  ""short_definition"": ""The 'pre-run' state refers to the stage of a job in SLURM where the job has been scheduled but has not started running yet."",
  ""aliases"": []
}"
3333,file staging,file staging,4121,generic,other_hpc,File staging refers to the process of transferring input and output files to and from the compute nodes for HPC jobs.,1,1,1,[],"{
  ""term"": ""file staging"",
  ""canonical"": ""file staging"",
  ""is_hpc_domain_term"": true,
  ""scheduler"": ""generic"",
  ""category"": ""other_hpc"",
  ""short_definition"": ""File staging refers to the process of transferring input and output files to and from the compute nodes for HPC jobs."",
  ""aliases"": []
}"
