id,src_rowid,child,parent,method,src_confidence,src_evidence,llm_child_is_class,llm_parent_is_class,llm_is_a_valid,llm_accept,llm_best_parent,llm_confidence,llm_reason,llm_evidence_sentence,candidates_json,evidence_json,raw_llm_json,created_at
2165,2165,preempted job,job,seed,0.0,head_match,1,1,1,1,job,1.0,"A preempted job is a type of job, so the is-a relation is valid.","If the preempted jobs do not release the resources, or the resources have been intercepted by a non-LSF user, the ELIM does not report any more of the resource becoming available, and LSF might preempt more jobs to get the resources. Requirements for resource preemption Resource preemption depends on many conditions: The preemption resources must be configured (PREEMPTABLE_RESOURCES in lsb.params). Whatever changes you make to the SUSPEND job control affects all suspended jobs in the queue, including preempted jobs, jobs that are suspended because of load thresholds, and jobs that you suspend using LSF commands.","[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""If the preempted jobs do not release the resources, or the resources have been intercepted by a non-LSF user, the ELIM does not report any\nmore of the resource becoming available, and LSF might preempt more jobs to get the resources.\nRequirements for resource preemption\nResource preemption depends on many conditions:\nThe preemption resources must be conﬁgured (PREEMPTABLE_RESOURCES in lsb.params)."", ""Whatever changes you make to the SUSPEND job control affects all suspended jobs in the queue, including preempted jobs, jobs that are suspended\nbecause of load thresholds, and jobs that you suspend using LSF commands.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""A preempted job is a type of job, so the is-a relation is valid."",
""evidence_sentence"": ""If the preempted jobs do not release the resources, or the resources have been intercepted by a non-LSF user, the ELIM does not report any more of the resource becoming available, and LSF might preempt more jobs to get the resources. Requirements for resource preemption Resource preemption depends on many conditions: The preemption resources must be configured (PREEMPTABLE_RESOURCES in lsb.params). Whatever changes you make to the SUSPEND job control affects all suspended jobs in the queue, including preempted jobs, jobs that are suspended because of load thresholds, and jobs that you suspend using LSF commands.""
}",2026-01-29T23:21:45Z
2166,2166,preemptible vm instance,instance,seed,0.0,head_match,1,1,1,1,instance,0.95,preemptible vm instance is a type of instance,Local SSD and preemptible VM instance features are only supported on instance templates.,"[""instance"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Local SSD and preemptible VM instance features are only supported on instance templates."", ""Preemptible VM instances\nPreemptible VM instances are instances that run at a lower cost than standard instances, with most of the same features as standard\ninstances.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""instance"",
""confidence"": 0.95,
""reason"": ""preemptible vm instance is a type of instance"",
""evidence_sentence"": ""Local SSD and preemptible VM instance features are only supported on instance templates.""
}",2026-01-29T23:21:45Z
2167,2167,preemption mechanism,mechanism,seed,0.0,head_match,1,1,1,1,mechanism,0.95,preemption mechanism is a type of mechanism used in HPC schedulers.,,"[""mechanism"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Re-sizable jobs\nResize allocation requests are not able take advantage of the queue-based preemption mechanism to preempt other jobs."", ""The optimized preemption mechanism\nreduces the number of jobs that are preempted.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""mechanism"",
""confidence"": 0.95,
""reason"": ""preemption mechanism is a type of mechanism used in HPC schedulers.""
}",2026-01-29T23:21:45Z
2168,2168,preemption p,p,seed,0.0,head_match,1,1,1,1,p,1.0,"Both child and proposed parent are policy names, and the evidence mentions both in the same context, indicating they are related as 'is-a'.",,"[""p"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""LC_PREEMPT and LC2_PREEMPT\nLog preemption policy messages."", ""LC_PREEMPT\nLog preemption policy messages.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""p"",
""confidence"": 1.0,
""reason"": ""Both child and proposed parent are policy names, and the evidence mentions both in the same context, indicating they are related as 'is-a'.""
}",2026-01-29T23:21:45Z
2169,2169,preemption parallel job,job,seed,0.0,head_match,1,1,1,1,job,1.0,"A preemption parallel job is a type of job, so the is-a relation is valid.",,"[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""A preemption parallel job is a type of job, so the is-a relation is valid."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2170,2170,preemption parallel job,parallel job,seed,0.0,head_match,1,1,1,1,parallel job,1.0,A preemption parallel job is a type of parallel job.,,"[""parallel job"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""parallel job"",
""confidence"": 1.0,
""reason"": ""A preemption parallel job is a type of parallel job."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2171,2171,preemption project,project,seed,0.0,head_match,1,1,1,1,project,1.0,"A preemption project is a type of project in HPC scheduling, and a project is a valid parent.",,"[""project"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""project"",
""confidence"": 1.0,
""reason"": ""A preemption project is a type of project in HPC scheduling, and a project is a valid parent."",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2172,2172,preemptive queue,queue,seed,0.0,head_match,1,1,1,1,queue,0.95,A preemptive queue is a type of queue in HPC schedulers.,Helps you understand how the guarantee policy works when combined with queue-based preemption. Administrators can determine the number of guarantee resources available through preemption to a preemptive queue.,"[""queue"", ""job"", ""host"", ""cluster"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""Helps you understand how the guarantee policy works when combined with queue-based preemption. Administrators can determine the\nnumber of guarantee resources available through preemption to a preemptive queue."", ""The -q option takes effect only for package pools. When\nthe -q option is speciﬁed with a name of a preemptive queue, the values that are displayed are shown about the speciﬁed queue.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""queue"",
""confidence"": 0.95,
""reason"": ""A preemptive queue is a type of queue in HPC schedulers."",
""evidence_sentence"": ""Helps you understand how the guarantee policy works when combined with queue-based preemption. Administrators can determine the number of guarantee resources available through preemption to a preemptive queue.""
}",2026-01-29T23:21:45Z
2173,2173,preemptive scheduling,scheduling,seed,0.0,head_match,1,1,1,1,scheduling,0.98,Preemptive scheduling is a type of scheduling.,"For preemptive scheduling, the accounting is different.","[""scheduling"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""For preemptive scheduling, the accounting is different."", ""If preemptive scheduling is used, suspended jobs are not counted.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""scheduling"",
""confidence"": 0.98,
""reason"": ""Preemptive scheduling is a type of scheduling."",
""evidence_sentence"": ""For preemptive scheduling, the accounting is different.""
}",2026-01-29T23:21:45Z
2174,2174,preference host,host,seed,0.0,head_match,1,1,1,1,host,1.0,"The term 'preference host' is related to the concept of a host in HPC contexts, as indicated by the evidence sentence.","Thus, the compute unit containing the highest preference host will be considered first.","[""host"", ""job"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]","[""Thus, the compute unit\ncontaining the highest preference host will be considered ﬁrst.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""host"",
""confidence"": 1.0,
""reason"": ""The term 'preference host' is related to the concept of a host in HPC contexts, as indicated by the evidence sentence."",
""evidence_sentence"": ""Thus, the compute unit containing the highest preference host will be considered first.""
}",2026-01-29T23:21:45Z
2175,2175,preference job,job,seed,0.0,head_match,1,1,1,1,job,1.0,job is a superclass of preference job,,"[""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""job"",
""confidence"": 1.0,
""reason"": ""job is a superclass of preference job"",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2176,2176,preferred memory node,node,seed,0.0,head_match,1,1,1,1,node,0.95,"A preferred memory node is a type of node in an HPC cluster, so it is-a node.","LSF will add all memory nodes into the cpu set to ensure that the job can access all memory nodes on the host, and will make sure job processes will access preferred memory nodes first.","[""node"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""LSF will add all memory nodes into the cpu set to ensure\nthat the job can access all memory nodes on the host, and will make sure job processes will access preferred memory nodes ﬁrst."", ""When membind=localprefer, or it is not speciﬁed, LSF adds all memory nodes to the\ncpuset to make sure the job can access all memory nodes on the host, and will make sure job processes will access preferred memory nodes ﬁrst.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""node"",
""confidence"": 0.95,
""reason"": ""A preferred memory node is a type of node in an HPC cluster, so it is-a node."",
""evidence_sentence"": ""LSF will add all memory nodes into the cpu set to ensure that the job can access all memory nodes on the host, and will make sure job processes will access preferred memory nodes first.""
}",2026-01-29T23:21:45Z
2177,2177,presence resource,resource,seed,0.0,head_match,1,1,1,1,resource,1.0,presence resource is a type of resource,,"[""resource"", ""job"", ""host"", ""cluster"", ""queue"", ""group"", ""section"", ""policy"", ""none""]",[],"{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""resource"",
""confidence"": 1.0,
""reason"": ""presence resource is a type of resource"",
""evidence_sentence"": """"
}",2026-01-29T23:21:45Z
2178,2178,previous cache,cache,seed,0.0,head_match,1,1,1,1,cache,1.0,Both 'previous cache' and 'cache' are classes in the HPC scheduler ontology.,"Note: If you change the STAGING_AREA parameter, files that are stored in the previous cache are not recovered, and therefore are never deleted by the LSF data manager.","[""cache"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Note: If you change the STAGING_AREA parameter, ﬁles that are stored in the previous cache are not recovered, and therefore are never deleted by\nthe LSF data manager."", ""Note: If you change the STAGING_AREA parameter, ﬁles that are stored in the previous cache are not recovered, and therefore are never deleted by\nthe LSF data manager.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""cache"",
""confidence"": 1.0,
""reason"": ""Both 'previous cache' and 'cache' are classes in the HPC scheduler ontology."",
""evidence_sentence"": ""Note: If you change the STAGING_AREA parameter, files that are stored in the previous cache are not recovered, and therefore are never deleted by the LSF data manager.""
}",2026-01-29T23:21:45Z
2179,2179,previous lsf behavior,behavior,seed,0.0,head_match,1,1,1,1,none,1.0,"Both child and proposed parent are classes, and the child term is-a parent term based on the provided evidence.",,"[""behavior"", ""job"", ""host"", ""cluster"", ""queue"", ""resource"", ""group"", ""section"", ""none""]","[""Note: The cgroup memory subsystem does not separate enforcement of memory usage and swap usage. If a swap limit is speciﬁed, limit\nenforcement differs from previous LSF behavior.""]","{
""child_is_class"": true,
""parent_is_class"": true,
""is_a_valid"": true,
""accept"": true,
""best_parent"": ""none"",
""confidence"": 1.0,
""reason"": ""Both child and proposed parent are classes, and the child term is-a parent term based on the provided evidence.""
}",2026-01-29T23:21:45Z
